
[2020-02-22 20:01:49,568][discord.gateway]:Shard ID None has connected to Gateway: ["gateway-prd-main-29b9",{"micros":71372,"calls":["discord-sessions-prd-1-7",{"micros":65904,"calls":["start_session",{"micros":53465,"calls":["api-prd-main-h91n",{"micros":48591,"calls":["get_user",{"micros":4730},"add_authorized_ip",{"micros":3214},"get_guilds",{"micros":2890},"coros_wait",{"micros":0}]}]},"guilds_connect",{"micros":2,"calls":[]},"presence_connect",{"micros":9246,"calls":[]}]}]}] (Session ID: d5ae8f5eccd61d472dd0c743c9e849e4).

[2020-02-22 20:01:51,571][exts.essentials]:Logged in as Test Bot#6948

[2020-02-22 20:03:29,252][discord.client]:Cleaning up tasks.

[2020-02-22 20:03:29,253][discord.client]:Cleaning up after 5 tasks.

[2020-02-22 20:03:29,371][discord.client]:Closing the event loop.

[2020-02-22 20:03:38,905][utilities]:Innitalized utilities logger

[2020-02-22 20:03:38,905][help]:Innitalized help logger

[2020-02-22 20:03:38,906][config]:Innitalized config logger

[2020-02-22 20:03:38,906][__main__]:Initalized __main__ logger
